scenario_key,module,primary_document_type,step_key,check_key,mode,required,risk_level,callback_name,expected,safe_for_ci,destructive,notes
sales_invoice_full_cycle,transactions,sales_invoice,invoice_profit.view,contract,static,True,none,,report,True,False,Step descriptor exists and is covered by Phase 271 validation.
sales_invoice_full_cycle,transactions,sales_invoice,invoice_profit.view,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,date_from,date_to,dry_run",True,False,Sample payload shape only; no persistence.
sales_invoice_full_cycle,transactions,sales_invoice,invoice_profit.view,route_intent,callback,True,read_only,probe_report_route,/api/reports/invoice-profit,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
sales_invoice_full_cycle,transactions,sales_invoice,invoice_profit.view,permission,static,True,none,check_permission,reports.view,True,False,
sales_invoice_full_cycle,transactions,sales_invoice,invoice_profit.view,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
sales_invoice_full_cycle,transactions,sales_invoice,invoice_profit.view,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
sales_invoice_full_cycle,transactions,sales_invoice,invoice_profit.view,audit_hook,callback,True,none,record_dry_run_audit,report.invoice_profit.view,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoices.open,contract,static,True,none,,list,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoices.open,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,dry_run,page,page_size",True,False,Sample payload shape only; no persistence.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoices.open,permission,static,True,none,check_permission,purchase_invoices.view,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoices.open,language,static,True,none,,transactions.purchase_invoice,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoices.open,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoices.open,audit_hook,callback,True,none,record_dry_run_audit,list.purchase_invoices.open,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,contract,static,True,none,,document,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,currency,lines,reference,type",True,False,Sample payload shape only; no persistence.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,route_intent,callback,True,write_intent,probe_document_route,/api/invoices,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,permission,static,True,none,check_permission,purchase_invoices.update,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,settings,static,True,none,,transactions.purchase_invoice,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,language,static,True,none,,transactions.purchase_invoice,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,audit_hook,callback,True,none,record_dry_run_audit,document.purchase_invoice.save,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.save,offline_hook,callback,True,none,enqueue_dry_run_offline,document.purchase_invoice,True,False,Offline smoke should validate queue metadata and idempotency only.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,contract,static,True,none,,document,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,currency,lines,reference,type",True,False,Sample payload shape only; no persistence.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,permission,static,True,none,check_permission,purchase_invoices.print,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,settings,static,True,none,,transactions.purchase_invoice,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,language,static,True,none,,transactions.purchase_invoice,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
purchase_invoice_full_cycle,transactions,purchase_invoice,purchase_invoice.print,audit_hook,callback,True,none,record_dry_run_audit,document.purchase_invoice.print,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_invoice_full_cycle,transactions,purchase_invoice,supplier_statement.view,contract,static,True,none,,report,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_invoice_full_cycle,transactions,purchase_invoice,supplier_statement.view,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,date_from,date_to,dry_run",True,False,Sample payload shape only; no persistence.
purchase_invoice_full_cycle,transactions,purchase_invoice,supplier_statement.view,route_intent,callback,True,read_only,probe_report_route,/api/reports/suppliers/<id>/statement,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
purchase_invoice_full_cycle,transactions,purchase_invoice,supplier_statement.view,permission,static,True,none,check_permission,reports.view,True,False,
purchase_invoice_full_cycle,transactions,purchase_invoice,supplier_statement.view,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
purchase_invoice_full_cycle,transactions,purchase_invoice,supplier_statement.view,audit_hook,callback,True,none,record_dry_run_audit,report.supplier_statement.view,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
sales_return_edit_print,transactions,sales_return,sales_returns.open,contract,static,True,none,,list,True,False,Step descriptor exists and is covered by Phase 271 validation.
sales_return_edit_print,transactions,sales_return,sales_returns.open,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,dry_run,page,page_size",True,False,Sample payload shape only; no persistence.
sales_return_edit_print,transactions,sales_return,sales_returns.open,permission,static,True,none,check_permission,sales_returns.view,True,False,
sales_return_edit_print,transactions,sales_return,sales_returns.open,language,static,True,none,,transactions.sales_return,True,False,
sales_return_edit_print,transactions,sales_return,sales_returns.open,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
sales_return_edit_print,transactions,sales_return,sales_returns.open,audit_hook,callback,True,none,record_dry_run_audit,list.sales_returns.open,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
sales_return_edit_print,transactions,sales_return,sales_return.save,contract,static,True,none,,document,True,False,Step descriptor exists and is covered by Phase 271 validation.
sales_return_edit_print,transactions,sales_return,sales_return.save,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,currency,lines,return_no",True,False,Sample payload shape only; no persistence.
sales_return_edit_print,transactions,sales_return,sales_return.save,route_intent,callback,True,write_intent,probe_document_route,/api/returns/sales,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
sales_return_edit_print,transactions,sales_return,sales_return.save,permission,static,True,none,check_permission,sales_returns.update,True,False,
sales_return_edit_print,transactions,sales_return,sales_return.save,settings,static,True,none,,transactions.sales_return,True,False,
sales_return_edit_print,transactions,sales_return,sales_return.save,language,static,True,none,,transactions.sales_return,True,False,
sales_return_edit_print,transactions,sales_return,sales_return.save,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
sales_return_edit_print,transactions,sales_return,sales_return.save,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
sales_return_edit_print,transactions,sales_return,sales_return.save,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
sales_return_edit_print,transactions,sales_return,sales_return.save,audit_hook,callback,True,none,record_dry_run_audit,document.sales_return.save,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
sales_return_edit_print,transactions,sales_return,sales_return.save,offline_hook,callback,True,none,enqueue_dry_run_offline,document.sales_return,True,False,Offline smoke should validate queue metadata and idempotency only.
sales_return_edit_print,transactions,sales_return,sales_return.print,contract,static,True,none,,document,True,False,Step descriptor exists and is covered by Phase 271 validation.
sales_return_edit_print,transactions,sales_return,sales_return.print,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,currency,lines,return_no",True,False,Sample payload shape only; no persistence.
sales_return_edit_print,transactions,sales_return,sales_return.print,permission,static,True,none,check_permission,sales_returns.print,True,False,
sales_return_edit_print,transactions,sales_return,sales_return.print,settings,static,True,none,,transactions.sales_return,True,False,
sales_return_edit_print,transactions,sales_return,sales_return.print,language,static,True,none,,transactions.sales_return,True,False,
sales_return_edit_print,transactions,sales_return,sales_return.print,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
sales_return_edit_print,transactions,sales_return,sales_return.print,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
sales_return_edit_print,transactions,sales_return,sales_return.print,audit_hook,callback,True,none,record_dry_run_audit,document.sales_return.print,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
sales_return_edit_print,transactions,sales_return,customer_statement.view,contract,static,True,none,,report,True,False,Step descriptor exists and is covered by Phase 271 validation.
sales_return_edit_print,transactions,sales_return,customer_statement.view,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,date_from,date_to,dry_run",True,False,Sample payload shape only; no persistence.
sales_return_edit_print,transactions,sales_return,customer_statement.view,route_intent,callback,True,read_only,probe_report_route,/api/reports/customers/<id>/statement,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
sales_return_edit_print,transactions,sales_return,customer_statement.view,permission,static,True,none,check_permission,reports.view,True,False,
sales_return_edit_print,transactions,sales_return,customer_statement.view,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
sales_return_edit_print,transactions,sales_return,customer_statement.view,audit_hook,callback,True,none,record_dry_run_audit,report.customer_statement.view,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_return_edit_print,transactions,purchase_return,purchase_returns.open,contract,static,True,none,,list,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_return_edit_print,transactions,purchase_return,purchase_returns.open,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,dry_run,page,page_size",True,False,Sample payload shape only; no persistence.
purchase_return_edit_print,transactions,purchase_return,purchase_returns.open,permission,static,True,none,check_permission,purchase_returns.view,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_returns.open,language,static,True,none,,transactions.purchase_return,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_returns.open,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_returns.open,audit_hook,callback,True,none,record_dry_run_audit,list.purchase_returns.open,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,contract,static,True,none,,document,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,currency,lines,return_no",True,False,Sample payload shape only; no persistence.
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,route_intent,callback,True,write_intent,probe_document_route,/api/returns/purchase,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,permission,static,True,none,check_permission,purchase_returns.update,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,settings,static,True,none,,transactions.purchase_return,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,language,static,True,none,,transactions.purchase_return,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,audit_hook,callback,True,none,record_dry_run_audit,document.purchase_return.save,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_return_edit_print,transactions,purchase_return,purchase_return.save,offline_hook,callback,True,none,enqueue_dry_run_offline,document.purchase_return,True,False,Offline smoke should validate queue metadata and idempotency only.
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,contract,static,True,none,,document,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,currency,lines,return_no",True,False,Sample payload shape only; no persistence.
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,permission,static,True,none,check_permission,purchase_returns.print,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,settings,static,True,none,,transactions.purchase_return,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,language,static,True,none,,transactions.purchase_return,True,False,
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
purchase_return_edit_print,transactions,purchase_return,purchase_return.print,audit_hook,callback,True,none,record_dry_run_audit,document.purchase_return.print,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
purchase_return_edit_print,transactions,purchase_return,supplier_statement.view,contract,static,True,none,,report,True,False,Step descriptor exists and is covered by Phase 271 validation.
purchase_return_edit_print,transactions,purchase_return,supplier_statement.view,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,date_from,date_to,dry_run",True,False,Sample payload shape only; no persistence.
purchase_return_edit_print,transactions,purchase_return,supplier_statement.view,route_intent,callback,True,read_only,probe_report_route,/api/reports/suppliers/<id>/statement,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
purchase_return_edit_print,transactions,purchase_return,supplier_statement.view,permission,static,True,none,check_permission,reports.view,True,False,
purchase_return_edit_print,transactions,purchase_return,supplier_statement.view,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
purchase_return_edit_print,transactions,purchase_return,supplier_statement.view,audit_hook,callback,True,none,record_dry_run_audit,report.supplier_statement.view,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
pos_fast_sale_receipt,pos,pos,pos.checkout,contract,static,True,none,,operational,True,False,Step descriptor exists and is covered by Phase 271 validation.
pos_fast_sale_receipt,pos,pos,pos.checkout,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,cashbox_id,currency,dry_run,lines,warehouse_id",True,False,Sample payload shape only; no persistence.
pos_fast_sale_receipt,pos,pos,pos.checkout,route_intent,callback,True,write_intent,probe_operational_route,/api/invoices,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
pos_fast_sale_receipt,pos,pos,pos.checkout,permission,static,True,none,check_permission,pos.use,True,False,
pos_fast_sale_receipt,pos,pos,pos.checkout,settings,static,True,none,,pos,True,False,
pos_fast_sale_receipt,pos,pos,pos.checkout,language,static,True,none,,pos.shell,True,False,
pos_fast_sale_receipt,pos,pos,pos.checkout,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
pos_fast_sale_receipt,pos,pos,pos.checkout,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
pos_fast_sale_receipt,pos,pos,pos.checkout,audit_hook,callback,True,none,record_dry_run_audit,operational.pos.checkout,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
pos_fast_sale_receipt,pos,pos,pos.checkout,offline_hook,callback,True,none,enqueue_dry_run_offline,operational.pos.checkout,True,False,Offline smoke should validate queue metadata and idempotency only.
pos_fast_sale_receipt,pos,pos,pos.print_receipt,contract,static,True,none,,operational,True,False,Step descriptor exists and is covered by Phase 271 validation.
pos_fast_sale_receipt,pos,pos,pos.print_receipt,payload_shape,dry_run,True,none,build_sample_payload,dry_run,True,False,Sample payload shape only; no persistence.
pos_fast_sale_receipt,pos,pos,pos.print_receipt,permission,static,True,none,check_permission,pos.receipt.print,True,False,
pos_fast_sale_receipt,pos,pos,pos.print_receipt,settings,static,True,none,,pos,True,False,
pos_fast_sale_receipt,pos,pos,pos.print_receipt,language,static,True,none,,pos.shell,True,False,
pos_fast_sale_receipt,pos,pos,pos.print_receipt,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
pos_fast_sale_receipt,pos,pos,pos.print_receipt,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
pos_fast_sale_receipt,pos,pos,pos.print_receipt,audit_hook,callback,True,none,record_dry_run_audit,operational.pos.print_receipt,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
pos_fast_sale_receipt,pos,pos,pos_shifts.view,contract,static,True,none,,report,True,False,Step descriptor exists and is covered by Phase 271 validation.
pos_fast_sale_receipt,pos,pos,pos_shifts.view,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,date_from,date_to,dry_run",True,False,Sample payload shape only; no persistence.
pos_fast_sale_receipt,pos,pos,pos_shifts.view,route_intent,callback,True,read_only,probe_report_route,/api/reports/pos-shifts,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
pos_fast_sale_receipt,pos,pos,pos_shifts.view,permission,static,True,none,check_permission,reports.view,True,False,
pos_fast_sale_receipt,pos,pos,pos_shifts.view,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
pos_fast_sale_receipt,pos,pos,pos_shifts.view,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
pos_fast_sale_receipt,pos,pos,pos_shifts.view,audit_hook,callback,True,none,record_dry_run_audit,report.pos_shifts.view,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,contract,static,True,none,,operational,True,False,Step descriptor exists and is covered by Phase 271 validation.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,dry_run,table_id",True,False,Sample payload shape only; no persistence.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,route_intent,callback,True,write_intent,probe_operational_route,/api/restaurant,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,permission,static,True,none,check_permission,restaurant.session.open,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,settings,static,True,none,,restaurant,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,language,static,True,none,,restaurant.shell,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.open_session,audit_hook,callback,True,none,record_dry_run_audit,operational.restaurant.open_session,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,contract,static,True,none,,operational,True,False,Step descriptor exists and is covered by Phase 271 validation.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,dry_run,session_id",True,False,Sample payload shape only; no persistence.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,route_intent,callback,True,write_intent,probe_operational_route,/api/restaurant,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,permission,static,True,none,check_permission,restaurant.kitchen.send,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,settings,static,True,none,,restaurant,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,language,static,True,none,,restaurant.shell,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,branch,dry_run,True,none,scope_sample_branch,branch_access_policy,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.send_kitchen,audit_hook,callback,True,none,record_dry_run_audit,operational.restaurant.send_kitchen,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.print_kitchen_ticket,contract,static,True,none,,operational,True,False,Step descriptor exists and is covered by Phase 271 validation.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.print_kitchen_ticket,payload_shape,dry_run,True,none,build_sample_payload,dry_run,True,False,Sample payload shape only; no persistence.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.print_kitchen_ticket,permission,static,True,none,check_permission,restaurant.kitchen_ticket.print,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.print_kitchen_ticket,settings,static,True,none,,restaurant,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.print_kitchen_ticket,language,static,True,none,,restaurant.shell,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.print_kitchen_ticket,print_hook,callback,True,print_export,render_print_html,browser_html,True,False,Print smoke should render HTML to a temp file/string without sending to a physical printer.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.print_kitchen_ticket,audit_hook,callback,True,none,record_dry_run_audit,operational.restaurant.print_kitchen_ticket,True,False,Dry-run audit must be tagged as scenario_smoke and avoid permanent business records.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.checkout,contract,static,True,none,,operational,True,False,Step descriptor exists and is covered by Phase 271 validation.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.checkout,payload_shape,dry_run,True,none,build_sample_payload,"branch_id,currency,dry_run,session_id",True,False,Sample payload shape only; no persistence.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.checkout,route_intent,callback,True,write_intent,probe_operational_route,/api/restaurant,True,False,Route probe must use HEAD/OPTIONS or dry-run mode when implemented.
restaurant_table_order_checkout,restaurant,restaurant,restaurant.checkout,permission,static,True,none,check_permission,restaurant.checkout,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.checkout,settings,static,True,none,,restaurant,True,False,
restaurant_table_order_checkout,restaurant,restaurant,restaurant.checkout,currency,dry_run,True,none,format_sample_money,MoneyDisplayPolicy,True,False,Dry-run must format sample amounts only; no conversion side effects.
