id,width,height,scale,language,direction,surface,assertions,required,phase
win_1920_1080_100_rtl,1920,1080,100,ar,RTL,main_shell_dashboard,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_100_rtl,1920,1080,100,ar,RTL,main_menu_action_bar,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_100_rtl,1920,1080,100,ar,RTL,pos_barcode_table_first,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_100_rtl,1920,1080,100,ar,RTL,restaurant_card_grid,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_100_rtl,1920,1080,100,ar,RTL,operational_fullscreen,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_100_rtl,1920,1080,100,ar,RTL,transaction_grid_enter,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_100_rtl,1920,1080,100,ar,RTL,printing_templates,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,pre_login_splash,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,login_dialog,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,post_login_overlay,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,main_shell_dashboard,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,main_menu_action_bar,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,pos_barcode_table_first,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,restaurant_card_grid,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,operational_fullscreen,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,transaction_grid_enter,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_rtl,1920,1080,125,ar,RTL,printing_templates,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,pre_login_splash,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,login_dialog,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,post_login_overlay,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,main_shell_dashboard,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,main_menu_action_bar,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,pos_barcode_table_first,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,restaurant_card_grid,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,operational_fullscreen,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,transaction_grid_enter,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1366_768_100_ltr,1366,768,100,en,LTR,printing_templates,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,pre_login_splash,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,login_dialog,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,post_login_overlay,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,main_shell_dashboard,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,main_menu_action_bar,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,pos_barcode_table_first,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,restaurant_card_grid,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,operational_fullscreen,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,transaction_grid_enter,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
win_1920_1080_125_ltr,1920,1080,125,de,LTR,printing_templates,no_clipped_primary_controls;no_horizontal_content_cutoff;rtl_scroll_starts_at_visible_edge;theme_identity_tokens_applied;tabs_and_workspace_cards_consistent;enter_navigation_does_not_clear_cells;packaged_resources_load,yes,440
