file,line,class,call_context,text
alrajhi_client/main.py,116,possible_ui_or_message,,"Open a safe local-only network settings dialog.\n\n    This function is called specifically when the client cannot reach the\n    configured server. It must not instantiate the full SettingsWidget because\n    that widget reads application settings through settings_service; in client\n    mode this routes to REST and can crash with:\n    ""Request queued due to no connection: /api/settings/theme"".\n    "
alrajhi_client/main.py,130,likely_ui,setWindowTitle,إعدادات الشبكة
alrajhi_client/main.py,141,likely_ui,QLabel,لا يمكن الاتصال بالخادم الحالي. عدّل وضع التشغيل أو عنوان الخادم هنا. هذه النافذة تستخدم إعدادات محلية فقط ولا تحتاج إلى اتصال بالخادم.
alrajhi_client/main.py,146,possible_ui_or_message,setStyleSheet,QLabel { background:#fff7ed; color:#9a3412; border:1px solid #fed7aa; border-radius:8px; padding:10px; }
alrajhi_client/main.py,155,likely_ui,addItem,محلي (بدون شبكة)
alrajhi_client/main.py,156,likely_ui,addItem,عميل (اتصال بخادم)
alrajhi_client/main.py,157,likely_ui,addItem,خادم (تشغيل خدمة)
alrajhi_client/main.py,161,arabic_literal,addRow,وضع التشغيل:
alrajhi_client/main.py,164,likely_ui,setPlaceholderText,10.98.199.132 أو http://10.98.199.132:8000
alrajhi_client/main.py,165,arabic_literal,addRow,عنوان الخادم:
alrajhi_client/main.py,170,arabic_literal,addRow,منفذ الخادم المحلي:
alrajhi_client/main.py,172,likely_ui,QCheckBox,تشغيل الخادم المحلي تلقائياً عند بدء التطبيق
alrajhi_client/main.py,178,arabic_literal,addRow,الحالة:
alrajhi_client/main.py,188,likely_ui,setText,✅ 
alrajhi_client/main.py,189,other_literal,setStyleSheet,color:#15803d;
alrajhi_client/main.py,191,likely_ui,setText,❌ 
alrajhi_client/main.py,191,likely_ui,setText,\nالعنوان المستخدم: 
alrajhi_client/main.py,192,other_literal,setStyleSheet,color:#b91c1c;
alrajhi_client/main.py,194,likely_ui,QPushButton,اختبار الاتصال
alrajhi_client/main.py,219,arabic_literal,print,تشغيل خادم الراجحي للمحاسبة...
alrajhi_client/main.py,230,arabic_literal,print,✅ الخادم يعمل مسبقاً على المنفذ 
alrajhi_client/main.py,236,arabic_literal,print,ℹ️ مسار قاعدة بيانات الخادم: 
alrajhi_client/main.py,238,arabic_literal,print,⚠️ تعذر ضبط مسار قاعدة بيانات الخادم الموحد: 
alrajhi_client/main.py,245,possible_ui_or_message,,Address already in use
alrajhi_client/main.py,246,arabic_literal,print,✅ الخادم يعمل مسبقاً على المنفذ 
alrajhi_client/main.py,266,likely_ui,critical,تفعيل الشبكة مطلوب
alrajhi_client/main.py,267,likely_ui,critical,\n\nسيتم تشغيل التطبيق في الوضع المحلي.
alrajhi_client/main.py,285,likely_ui,warning,تنبيه الخادم
alrajhi_client/main.py,286,likely_ui,warning,تعذر تشغيل الخادم المحلي تلقائياً:\n
alrajhi_client/main.py,286,likely_ui,warning,\n\nيمكن تشغيله أو إيقافه يدوياً من الإعدادات > الشبكة.
alrajhi_client/main.py,290,arabic_literal,print,ℹ️ وضع الخادم مفعل، لكن التشغيل التلقائي للخادم معطل من الإعدادات.
alrajhi_client/main.py,294,likely_ui,critical,خطأ في الاتصال
alrajhi_client/main.py,295,likely_ui,critical,لا يمكن الاتصال بالخادم المحدد:\n
alrajhi_client/main.py,295,likely_ui,critical,\n\nسيتم فتح إعدادات الشبكة لتعديل العنوان.
alrajhi_client/main.py,298,likely_ui,information,تم الحفظ
alrajhi_client/main.py,298,likely_ui,information,سيتم إعادة تشغيل التطبيق لتطبيق الإعدادات.
alrajhi_client/main.py,306,arabic_literal,set_progress,جاري تهيئة قاعدة البيانات...
alrajhi_client/main.py,315,possible_ui_or_message,print,Warehouse bootstrap warning: 
alrajhi_client/main.py,317,arabic_literal,print,ℹ️ وضع العميل مفعل. مصدر البيانات: 
alrajhi_client/main.py,319,arabic_literal,set_progress,التحقق من الترخيص...
alrajhi_client/main.py,331,arabic_literal,set_progress,تم التفعيل...
alrajhi_client/main.py,335,arabic_literal,set_progress,تسجيل الدخول...
alrajhi_client/main.py,354,arabic_literal,set_progress,جاري تحميل الواجهة...
alrajhi_client/printer_manager.py,39,arabic_literal,PrinterInfo,حفظ كـ PDF
alrajhi_client/printer_manager.py,46,arabic_literal,PrinterInfo,حفظ كـ صورة PNG
alrajhi_client/theme_manager.py,10,possible_ui_or_message,,Application theme facade backed by the Al Rajhi design system.\n\n    Keep this class as the compatibility layer used by existing widgets.\n    New visual values must be added to theme/brand.py instead of duplicating\n    literal colors across screens.\n    
alrajhi_client/utils.py,13,other_literal,get,$
alrajhi_client/utils.py,20,other_literal,,",."
alrajhi_client/utils.py,32,other_literal,strftime,%Y-%m-%d %H:%M
alrajhi_client/utils.py,40,other_literal,,浏
alrajhi_client/utils.py,40,other_literal,,�
alrajhi_client/utils.py,40,other_literal,,‎
alrajhi_client/utils.py,40,other_literal,,‏
alrajhi_client/utils.py,40,other_literal,,﻿
alrajhi_client/utils.py,40,other_literal,,‪
alrajhi_client/utils.py,40,other_literal,,‫
alrajhi_client/utils.py,40,other_literal,,‬
alrajhi_client/utils.py,40,other_literal,,‭
alrajhi_client/utils.py,40,other_literal,,‮
alrajhi_client/utils.py,43,other_literal,sub,"[^\u0600-\u06FF\u0750-\u077F\u08A0-\u08FF\uFB50-\uFDFF\uFE70-\uFEFFa-zA-Z0-9\s\-\.\,\:\;\(\)\/\+%]"
alrajhi_client/utils.py,44,other_literal,sub,\s+
alrajhi_client/utils.py,48,possible_ui_or_message,,Show a non-blocking professional toast notification.
alrajhi_client/utils.py,60,other_literal,print,[
alrajhi_client/utils.py,60,other_literal,print,] 
alrajhi_client/utils.py,64,possible_ui_or_message,,Replace OK-style QMessageBox info/warning/error with auto-dismiss toasts.\n\n    Confirmation dialogs (QMessageBox.question) are intentionally not changed.\n    
alrajhi_client/utils.py,79,arabic_literal,_toast,نجاح
alrajhi_client/utils.py,79,arabic_literal,_toast,تم الحفظ
alrajhi_client/utils.py,79,arabic_literal,_toast,تم
alrajhi_client/utils.py,89,possible_ui_or_message,,Focus the first practical input field in a dialog/window.
alrajhi_client/utils.py,148,arabic_literal,print,✅ تم تفعيل تحديد النص تلقائياً عند التركيز
alrajhi_client/brand_assets.py,9,possible_ui_or_message,,Return possible locations of bundled brand assets in source and PyInstaller builds.
alrajhi_client/brand_assets.py,64,arabic_literal,,الراجحي للمحاسبة والمستودعات
alrajhi_client/brand_assets.py,65,arabic_literal,,نظام الراجحي للمحاسبة والمستودعات
alrajhi_client/brand_assets.py,66,possible_ui_or_message,,AlRajhi Accounting & Warehouses
alrajhi_client/offline_read.py,2,possible_ui_or_message,,Utilities for graceful handling of remote read failures in client/offline mode.
alrajhi_client/offline_read.py,6,possible_ui_or_message,,No connection and this operation cannot be queued safely
alrajhi_client/offline_read.py,7,possible_ui_or_message,,Connection refused
alrajhi_client/offline_read.py,8,possible_ui_or_message,,Max retries exceeded
alrajhi_client/offline_read.py,9,possible_ui_or_message,,Failed to establish a new connection
alrajhi_client/offline_read.py,11,possible_ui_or_message,,Read timed out
alrajhi_client/offline_read.py,22,arabic_literal,,تعذر تحديث البيانات لأن الخادم غير متصل. ستبقى العمليات المحفوظة Offline في قائمة المزامنة.
alrajhi_client/offline_read.py,36,likely_ui,warning,وضع عدم الاتصال
alrajhi_client/offline_read.py,39,other_literal,print,⚠️ 
alrajhi_client/offline_read.py,45,possible_ui_or_message,,Prevent known offline read exceptions from aborting PyQt signal handlers.
alrajhi_client/offline_read.py,52,possible_ui_or_message,print,⚠️ Offline read suppressed: 
alrajhi_client/auth/activation.py,51,arabic_literal,,فشل التفعيل
alrajhi_client/auth/activation.py,67,arabic_literal,,لم يتم التفعيل
alrajhi_client/auth/activation.py,74,arabic_literal,,ترخيص غير صالح
alrajhi_client/auth/activation.py,84,arabic_literal,,فشل تفعيل الشبكة
alrajhi_client/auth/activation.py,100,arabic_literal,,ميزة الشبكة غير مفعلة
alrajhi_client/auth/activation.py,107,arabic_literal,,ترخيص الشبكة غير صالح
alrajhi_client/database/connection.py,111,arabic_literal,,الفواتير
alrajhi_client/database/connection.py,111,arabic_literal,,المواد
alrajhi_client/database/connection.py,112,arabic_literal,,العملاء
alrajhi_client/database/connection.py,112,arabic_literal,,الموردون
alrajhi_client/database/connection.py,113,arabic_literal,,السندات
alrajhi_client/database/connection.py,113,arabic_literal,,المصروفات
alrajhi_client/database/connection.py,114,arabic_literal,,مرتجعات المبيعات
alrajhi_client/database/connection.py,114,arabic_literal,,مرتجعات المشتريات
alrajhi_client/database/connection.py,122,arabic_literal,get,إنشاء
alrajhi_client/database/connection.py,122,arabic_literal,get,تعديل
alrajhi_client/database/connection.py,122,arabic_literal,get,تعديل
alrajhi_client/database/connection.py,122,arabic_literal,get,حذف
alrajhi_client/database/connection.py,127,other_literal,, — 
alrajhi_client/database/connection.py,242,arabic_literal,print,⚠️ فشل فحص/ترقية بنية قاعدة البيانات: 
alrajhi_client/database/connection.py,253,possible_ui_or_message,NotImplementedError,Use REST client methods for remote mode
alrajhi_client/database/connection.py,260,possible_ui_or_message,NotImplementedError,Use REST client methods for remote mode
alrajhi_client/database/connection.py,272,possible_ui_or_message,execute,BEGIN TRANSACTION
alrajhi_client/database/connection.py,288,possible_ui_or_message,, AND id<>?
alrajhi_client/database/connection.py,292,arabic_literal,ValueError,الباركود '
alrajhi_client/database/connection.py,292,arabic_literal,ValueError,' مستخدم بالفعل للمادة: 
alrajhi_client/database/connection.py,315,possible_ui_or_message,, AND (name LIKE ? OR barcode LIKE ?)
alrajhi_client/database/connection.py,316,other_literal,extend,%
alrajhi_client/database/connection.py,316,other_literal,extend,%
alrajhi_client/database/connection.py,316,other_literal,extend,%
alrajhi_client/database/connection.py,316,other_literal,extend,%
alrajhi_client/database/connection.py,339,possible_ui_or_message,, AND (i.name LIKE ? OR i.barcode LIKE ?)
alrajhi_client/database/connection.py,340,other_literal,extend,%
alrajhi_client/database/connection.py,340,other_literal,extend,%
alrajhi_client/database/connection.py,340,other_literal,extend,%
alrajhi_client/database/connection.py,340,other_literal,extend,%
alrajhi_client/database/connection.py,341,possible_ui_or_message,, ORDER BY i.name
alrajhi_client/database/connection.py,343,possible_ui_or_message,, LIMIT ?
alrajhi_client/database/connection.py,346,possible_ui_or_message,, OFFSET ?
alrajhi_client/database/connection.py,366,arabic_literal,get,مخزون
alrajhi_client/database/connection.py,390,arabic_literal,ValueError,لا يمكن تعديل الكمية الافتتاحية بعد وجود حركات بيع/شراء/تصنيع/تسوية. استخدم تسوية مخزون بدل تعديل الافتتاحي.
alrajhi_client/database/connection.py,413,other_literal,join,", "
alrajhi_client/database/connection.py,413,other_literal,join,=
alrajhi_client/database/connection.py,414,arabic_literal,ValueError,لا يمكن حذف المادة لأنها مستخدمة في عمليات سابقة (
alrajhi_client/database/connection.py,414,other_literal,ValueError,).
alrajhi_client/database/connection.py,456,possible_ui_or_message,, AND (name LIKE ? OR phone LIKE ?)
alrajhi_client/database/connection.py,457,other_literal,extend,%
alrajhi_client/database/connection.py,457,other_literal,extend,%
alrajhi_client/database/connection.py,457,other_literal,extend,%
alrajhi_client/database/connection.py,457,other_literal,extend,%
alrajhi_client/database/connection.py,462,possible_ui_or_message,, AND (name LIKE ? OR phone LIKE ?)
alrajhi_client/database/connection.py,463,other_literal,extend,%
alrajhi_client/database/connection.py,463,other_literal,extend,%
alrajhi_client/database/connection.py,463,other_literal,extend,%
alrajhi_client/database/connection.py,463,other_literal,extend,%
alrajhi_client/database/connection.py,464,possible_ui_or_message,, ORDER BY name
alrajhi_client/database/connection.py,466,possible_ui_or_message,, LIMIT ?
alrajhi_client/database/connection.py,469,possible_ui_or_message,, OFFSET ?
alrajhi_client/database/connection.py,528,possible_ui_or_message,, AND (name LIKE ? OR phone LIKE ?)
alrajhi_client/database/connection.py,529,other_literal,extend,%
alrajhi_client/database/connection.py,529,other_literal,extend,%
alrajhi_client/database/connection.py,529,other_literal,extend,%
alrajhi_client/database/connection.py,529,other_literal,extend,%
alrajhi_client/database/connection.py,534,possible_ui_or_message,, AND (name LIKE ? OR phone LIKE ?)
alrajhi_client/database/connection.py,535,other_literal,extend,%
alrajhi_client/database/connection.py,535,other_literal,extend,%
alrajhi_client/database/connection.py,535,other_literal,extend,%
alrajhi_client/database/connection.py,535,other_literal,extend,%
alrajhi_client/database/connection.py,536,possible_ui_or_message,, ORDER BY name
alrajhi_client/database/connection.py,538,possible_ui_or_message,, LIMIT ?
alrajhi_client/database/connection.py,541,possible_ui_or_message,, OFFSET ?
alrajhi_client/database/connection.py,610,possible_ui_or_message,, AND (i.reference LIKE ? OR c.name LIKE ? OR s.name LIKE ?)
alrajhi_client/database/connection.py,611,other_literal,,%
alrajhi_client/database/connection.py,611,other_literal,,%
alrajhi_client/database/connection.py,614,possible_ui_or_message,, AND i.type = ?
alrajhi_client/database/connection.py,617,possible_ui_or_message,, AND i.date >= ?
alrajhi_client/database/connection.py,620,possible_ui_or_message,, AND i.date <= ?
alrajhi_client/database/connection.py,623,possible_ui_or_message,, AND i.customer_id = ?
alrajhi_client/database/connection.py,626,possible_ui_or_message,, AND i.supplier_id = ?
alrajhi_client/database/connection.py,639,possible_ui_or_message,, AND (i.reference LIKE ? OR c.name LIKE ? OR s.name LIKE ?)
alrajhi_client/database/connection.py,642,possible_ui_or_message,, AND i.type = ?
alrajhi_client/database/connection.py,645,possible_ui_or_message,, AND i.date >= ?
alrajhi_client/database/connection.py,648,possible_ui_or_message,, AND i.date <= ?
alrajhi_client/database/connection.py,651,possible_ui_or_message,, AND i.customer_id = ?
alrajhi_client/database/connection.py,654,possible_ui_or_message,, AND i.supplier_id = ?
alrajhi_client/database/connection.py,656,possible_ui_or_message,, ORDER BY i.id DESC
alrajhi_client/database/connection.py,658,possible_ui_or_message,, LIMIT ?
alrajhi_client/database/connection.py,661,possible_ui_or_message,, OFFSET ?
alrajhi_client/database/connection.py,741,arabic_literal,,تحديث الفاتورة مع الحفاظ على رقمها، وعكس الأثر المالي/المخزني القديم داخل معاملة واحدة.
alrajhi_client/database/connection.py,747,arabic_literal,ValueError,الفاتورة غير موجودة
alrajhi_client/database/connection.py,749,arabic_literal,ValueError,لا يمكن تعديل فاتورة مرتبطة بسندات. احذف أو عدّل السندات أولاً.
alrajhi_client/database/connection.py,829,arabic_literal,ValueError,لا يمكن حذف فاتورة مرتبطة بسندات. احذف السندات أولاً.
alrajhi_client/database/connection.py,881,arabic_literal,ValueError,نوع السند غير صالح
alrajhi_client/database/connection.py,884,arabic_literal,ValueError,مبلغ السند يجب أن يكون أكبر من صفر
alrajhi_client/database/connection.py,890,arabic_literal,ValueError,سند القبض يجب أن يرتبط بعميل فقط
alrajhi_client/database/connection.py,893,arabic_literal,ValueError,سند الدفع يجب أن يرتبط بمورد فقط
alrajhi_client/database/connection.py,896,arabic_literal,ValueError,سند المصروف لا يجب ربطه بفاتورة
alrajhi_client/database/connection.py,898,arabic_literal,ValueError,سند المصروف لا يجب ربطه بعميل أو مورد
alrajhi_client/database/connection.py,903,arabic_literal,ValueError,الفاتورة المرتبطة غير موجودة أو محذوفة
alrajhi_client/database/connection.py,905,arabic_literal,ValueError,سند القبض لا يرتبط إلا بفاتورة بيع
alrajhi_client/database/connection.py,907,arabic_literal,ValueError,سند الدفع لا يرتبط إلا بفاتورة شراء
alrajhi_client/database/connection.py,909,arabic_literal,ValueError,العميل في السند لا يطابق عميل الفاتورة
alrajhi_client/database/connection.py,911,arabic_literal,ValueError,المورد في السند لا يطابق مورد الفاتورة
alrajhi_client/database/connection.py,921,arabic_literal,ValueError,مبلغ السند يتجاوز المتبقي على الفاتورة (
alrajhi_client/database/connection.py,921,other_literal,ValueError,)
alrajhi_client/database/connection.py,933,possible_ui_or_message,, AND type = ?
alrajhi_client/database/connection.py,939,possible_ui_or_message,, AND v.type = ?
alrajhi_client/database/connection.py,941,possible_ui_or_message,, ORDER BY id DESC
alrajhi_client/database/connection.py,943,possible_ui_or_message,, LIMIT ?
alrajhi_client/database/connection.py,946,possible_ui_or_message,, OFFSET ?
alrajhi_client/database/connection.py,1028,arabic_literal,ValueError,السند غير موجود
alrajhi_client/database/connection_rest.py,27,other_literal,strftime,%H:%M:%S
alrajhi_client/database/connection_rest.py,45,possible_ui_or_message,,Convert Decimal/date/tuple values into JSON-serializable objects for REST payloads.
alrajhi_client/database/connection_rest.py,88,possible_ui_or_message,Exception,API error 
alrajhi_client/database/connection_rest.py,103,possible_ui_or_message,_append_request_log,queued #
alrajhi_client/database/connection_rest.py,105,possible_ui_or_message,Exception,No connection and this operation cannot be queued safely: 
alrajhi_client/database/connection_rest.py,109,possible_ui_or_message,startswith,API error
alrajhi_client/database/migrations.py,12,arabic_literal,print,⚠️ وضع العميل: قاعدة البيانات على الخادم، لا حاجة لإنشاء محلي.
alrajhi_client/database/migrations.py,561,possible_ui_or_message,RuntimeError,ALRAJHI_ADMIN_PASSWORD must be set in production
alrajhi_client/database/migrations.py,567,arabic_literal,execute,المدير العام
alrajhi_client/database/migrations.py,677,arabic_literal,print,✅ تم تهيئة قاعدة البيانات المحلية في: 
alrajhi_client/database/migrations.py,698,possible_ui_or_message,,TEXT DEFAULT '#64748B'
alrajhi_client/database/migrations.py,699,possible_ui_or_message,,TEXT DEFAULT 'folder'
alrajhi_client/database/migrations.py,700,possible_ui_or_message,,INTEGER DEFAULT 1
alrajhi_client/database/migrations.py,1057,possible_ui_or_message,,branch_id INTEGER
alrajhi_client/database/migrations.py,1058,possible_ui_or_message,,branch_id INTEGER
alrajhi_client/database/migrations.py,1059,possible_ui_or_message,,branch_id INTEGER
alrajhi_client/database/migrations.py,1060,possible_ui_or_message,,branch_id INTEGER
alrajhi_client/database/migrations.py,1063,other_literal,execute,)
alrajhi_client/database/migrations.py,1067,possible_ui_or_message,execute, ADD COLUMN 
alrajhi_client/database/models.py,55,arabic_literal,,مخزون
alrajhi_client/database/schema_manager.py,2,possible_ui_or_message,,Schema guard for Alrajhi SQLite databases.\n\nThis module is intentionally small and idempotent. It is called by both the\nclient and server migration files so old databases are upgraded to the current\napplication schema before any INSERT/UPDATE statements run.\n
alrajhi_client/database/schema_manager.py,14,possible_ui_or_message,,TEXT DEFAULT '0'
alrajhi_client/database/schema_manager.py,15,possible_ui_or_message,,INTEGER DEFAULT 0
alrajhi_client/database/schema_manager.py,20,possible_ui_or_message,,TEXT DEFAULT '0'
alrajhi_client/database/schema_manager.py,22,possible_ui_or_message,,TEXT DEFAULT '0'
alrajhi_client/database/schema_manager.py,28,possible_ui_or_message,,TEXT DEFAULT '#64748B'
alrajhi_client/database/schema_manager.py,29,possible_ui_or_message,,TEXT DEFAULT 'folder'
alrajhi_client/database/schema_manager.py,30,possible_ui_or_message,,INTEGER DEFAULT 1
alrajhi_client/database/schema_manager.py,34,possible_ui_or_message,,REAL DEFAULT 1.0
alrajhi_client/database/schema_manager.py,35,possible_ui_or_message,,TEXT DEFAULT 'USD'
alrajhi_client/database/schema_manager.py,40,possible_ui_or_message,,TEXT DEFAULT 'cash'
alrajhi_client/database/schema_manager.py,46,possible_ui_or_message,,TEXT DEFAULT '0'
alrajhi_client/database/schema_manager.py,47,possible_ui_or_message,,TEXT DEFAULT '0'
alrajhi_client/database/schema_manager.py,48,possible_ui_or_message,,TEXT DEFAULT '0'
alrajhi_client/database/schema_manager.py,50,possible_ui_or_message,,REAL DEFAULT 1.0
alrajhi_client/database/schema_manager.py,53,possible_ui_or_message,,REAL DEFAULT 1.0
alrajhi_client/database/schema_manager.py,54,possible_ui_or_message,,TEXT DEFAULT 'USD'
alrajhi_client/database/schema_manager.py,59,possible_ui_or_message,,TEXT DEFAULT 'cash'
alrajhi_client/database/schema_manager.py,62,possible_ui_or_message,,REAL DEFAULT 1.0
alrajhi_client/database/schema_manager.py,63,possible_ui_or_message,,TEXT DEFAULT 'USD'
alrajhi_client/database/schema_manager.py,68,possible_ui_or_message,,TEXT DEFAULT 'cash'
alrajhi_client/database/schema_manager.py,75,possible_ui_or_message,,INTEGER DEFAULT 0
alrajhi_client/database/schema_manager.py,76,possible_ui_or_message,,INTEGER DEFAULT 1
alrajhi_client/database/schema_manager.py,86,possible_ui_or_message,,INTEGER DEFAULT 0
alrajhi_client/database/schema_manager.py,87,possible_ui_or_message,,INTEGER DEFAULT 1
alrajhi_client/database/schema_manager.py,276,other_literal,execute,)
alrajhi_client/database/schema_manager.py,286,possible_ui_or_message,execute, ADD COLUMN 
alrajhi_client/database/schema_manager.py,290,possible_ui_or_message,,Apply idempotent schema upgrades shared by client and server.
alrajhi_client/database/schema_manager.py,324,possible_ui_or_message,execute,common client/server schema guard
alrajhi_client/models/table_models.py,16,possible_ui_or_message,,"Return a cell value from dict rows or sequence rows.\n\n        Some legacy pages still pass list/tuple rows to GenericTableModel,\n        while newer pages pass dict rows. Supporting both keeps all existing\n        screens compatible after the UI unification patches.\n        "
alrajhi_client/models/table_models.py,136,other_literal,replace,","
alrajhi_client/printing/label_designer.py,14,possible_ui_or_message,,"<!DOCTYPE html>\n<html>\n<head>\n<meta charset=""UTF-8"">\n<style>\n    body {\n        font-family: Arial, sans-serif;\n        text-align: center;\n        width: 60mm;\n        margin: 0 auto;\n        padding: 5mm;\n    }\n    .company-name { font-weight: bold; font-size: 12pt; margin-bottom: 3pt; }\n    .item-name { font-weight: bold; font-size: 11pt; margin-bottom: 5pt; }\n    .barcode-img { width: 50mm; height: auto; margin: 5pt 0; }\n    .barcode-text { font-size: 9pt; font-family: monospa"
alrajhi_client/printing/label_designer.py,44,likely_ui,setWindowTitle,محرر قوالب الباركود
alrajhi_client/printing/label_designer.py,51,likely_ui,QLabel,القالب:
alrajhi_client/printing/label_designer.py,55,likely_ui,QPushButton,💾 حفظ
alrajhi_client/printing/label_designer.py,58,likely_ui,QPushButton,📄 حفظ باسم
alrajhi_client/printing/label_designer.py,61,likely_ui,QPushButton,🗑 حذف
alrajhi_client/printing/label_designer.py,68,possible_ui_or_message,QFont,Courier New
alrajhi_client/printing/label_designer.py,78,likely_ui,QPushButton,🔄 إعادة ضبط
alrajhi_client/printing/label_designer.py,80,likely_ui,QPushButton,إغلاق
alrajhi_client/printing/label_designer.py,118,other_literal,replace,{{company_name}}
alrajhi_client/printing/label_designer.py,118,arabic_literal,replace,الراجحي للمحاسبة
alrajhi_client/printing/label_designer.py,119,other_literal,replace,{{item_name}}
alrajhi_client/printing/label_designer.py,119,arabic_literal,replace,مادة تجريبية
alrajhi_client/printing/label_designer.py,120,other_literal,replace,{{barcode_image}}
alrajhi_client/printing/label_designer.py,121,other_literal,replace,{{barcode}}
alrajhi_client/printing/label_designer.py,122,other_literal,replace,{{price_label}}
alrajhi_client/printing/label_designer.py,122,arabic_literal,replace,السعر:
alrajhi_client/printing/label_designer.py,123,other_literal,replace,{{price}}
alrajhi_client/printing/label_designer.py,128,likely_ui,warning,تنبيه
alrajhi_client/printing/label_designer.py,128,likely_ui,warning,لا يمكن تعديل القالب الافتراضي
alrajhi_client/printing/label_designer.py,133,arabic_literal,getText,حفظ القالب
alrajhi_client/printing/label_designer.py,133,arabic_literal,getText,اسم القالب:
alrajhi_client/printing/label_designer.py,147,arabic_literal,show_toast,تم حفظ القالب '
alrajhi_client/printing/label_designer.py,147,other_literal,show_toast,'
alrajhi_client/printing/label_designer.py,151,likely_ui,warning,تنبيه
alrajhi_client/printing/label_designer.py,151,likely_ui,warning,لا يمكن حذف القالب الافتراضي
alrajhi_client/printing/label_designer.py,153,likely_ui,question,تأكيد الحذف
alrajhi_client/printing/label_designer.py,153,likely_ui,question,حذف القالب '
alrajhi_client/printing/label_designer.py,153,likely_ui,question,'؟
alrajhi_client/printing/print_manager.py,17,likely_ui,setWindowTitle,إعدادات الطباعة
alrajhi_client/printing/print_manager.py,22,likely_ui,QGroupBox,إعدادات الطابعة
